year,week,Rank,LW,Release,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks,Distributor
2023,48,32,-,Menus-Plaisirs - Les Troisgros,"$20,450",-,6,-,"$3,408","$35,827",3,Zipporah Films
2023,48,33,32,Common Ground,"$15,089",+117.3%,3,-,"$5,029","$236,039",10,Area 23a
2023,48,34,38,The Disappearance of Shere Hite,"$11,007",+221.5%,19,+17,$579,"$32,714",3,N/A
2023,48,35,25,Barbie,"$10,956",-41.2%,31,-5,$353,"$636,204,117",20,Warner Bros.
2023,48,36,22,Stop Making Sense2023  Re-release,"$10,138",-63.9%,9,-4,"$1,126","$5,076,210",11,-
2023,48,37,-,La Syndicaliste,"$9,954",-,1,-,"$9,954","$23,097",1,Kino Lorber
2023,48,38,27,Peeping Tom2023 Re-release,"$6,724",-41.7%,2,+1,"$3,362","$18,259",6,N/A
2023,48,39,24,After Death,"$6,324",-76.3%,22,-19,$287,"$11,474,559",6,Angel Studios
2023,48,40,34,Joan Baez I Am a Noise,"$6,265",+4.4%,7,-4,$895,"$646,780",9,Magnolia Pictures
2023,48,41,-,Clean Slate2023 Re-release,"$6,224",-,1,-,"$6,224","$6,224",1,Rialto Pictures
2023,48,42,31,"Orlando, My Political Biography","$5,180",-41.7%,6,-,$863,"$36,145",4,Sideshow Releasing
2023,48,43,-,How I Learned to Fly,"$5,125",-,20,-,$256,"$5,125",1,Film Movement
2023,48,44,-,CatVideoFest 2023,"$5,090",-,4,-,"$1,272","$605,203",18,Oscilloscope
2023,48,45,26,The Persian Version,"$5,028",-57.5%,9,-8,$558,"$555,466",7,Sony Pictures Classics
2023,48,46,-,Once Within a Time,"$3,830",-,5,-,$766,"$50,377",8,Oscilloscope
2023,48,47,36,Smoke Sauna Sisterhood,"$2,534",-52.6%,2,-,"$1,267","$7,885",2,Greenwich Entertainment
2023,48,48,39,Four Daughters,"$2,290",-28.7%,3,-3,$763,"$39,912",6,Kino Lorber
2023,48,49,35,The Stones and Brian Jones,"$2,225",-62%,5,-3,$445,"$55,593",3,Magnolia Pictures
2023,48,50,45,Scrapper,"$1,942",+51%,3,+1,$647,"$212,878",15,Kino Lorber
2023,48,51,53,Past Lives,"$1,577",+420.5%,4,+3,$394,"$11,016,674",27,A24
2023,48,52,37,The Marsh King's Daughter,"$1,257",-66.3%,3,-5,$419,"$1,791,403",5,Lionsgate Films
2023,48,53,43,Strange Way of Life,"$1,160",-41.5%,2,-2,$580,"$503,204",9,Sony Pictures Releasing
2023,48,54,41,Sound of Freedom,$915,-58.6%,1,-,$915,"$184,178,046",23,Angel Studios
2023,48,55,46,"My Sailor, My Love",$874,-25.5%,1,-,$874,"$88,084",11,Music Box Films
2023,48,56,50,You're All Gonna Die,$839,+43.4%,1,-,$839,"$3,120",2,Indican Pictures
2023,48,57,48,Carlos,$789,-17.5%,1,-1,$789,"$432,479",10,Sony Pictures Releasing
2023,48,58,54,The Road Dance,$675,+359.2%,1,-,$675,"$21,300",8,Music Box Films
2023,48,59,47,Divinity,$535,-47.7%,2,-3,$267,"$101,832",8,Utopia
2023,48,60,44,Fremont,$325,-79.5%,1,-1,$325,"$269,485",15,Music Box Films
2023,49,1,-,The Boy and the Heron,"$17,970,683",-,"2,205",-,"$8,149","$17,970,683",1,GKIDS
2023,49,2,2,The Hunger Games: The Ballad of Songbirds & Snakes,"$13,182,935",-32.4%,"3,665",-26,"$3,596","$139,438,861",4,Lionsgate Films
2023,49,3,3,Godzilla Minus One,"$12,376,252",-27.2%,"2,540",+232,"$4,872","$29,377,586",2,-
2023,49,4,5,Trolls Band Together,"$7,781,120",-19.4%,"3,451",-165,"$2,254","$84,662,895",4,Universal Pictures
2023,49,5,6,Wish,"$6,961,726",-27.2%,"3,410",-490,"$2,041","$51,074,572",4,Walt Disney Studios Motion Pictures
2023,49,6,4,Napoleon,"$5,905,472",-42.6%,"3,350",-150,"$1,762","$54,800,044",4,Columbia Pictures
2023,49,7,1,Renaissance: A Film by Beyoncé,"$5,835,133",-74.7%,"2,542",+3,"$2,295","$28,886,297",2,-
2023,49,8,17,Waitress: The Musical,"$3,686,840",+448.6%,"1,214",-,"$3,036","$4,358,945",2,Bleecker Street Media
2023,49,9,7,Animal,"$3,490,697",-62.4%,632,-66,"$5,523","$12,768,074",2,N/A
2023,49,10,8,The Shift,"$3,286,832",-48.2%,"2,415",-35,"$1,361","$9,629,632",2,Angel Studios
2023,49,11,9,Silent Night,"$2,446,753",-40.7%,"1,873",+3,"$1,306","$6,571,127",2,Lionsgate Films
2023,49,12,12,Saltburn,"$1,909,648",-33.8%,707,-859,"$2,701","$9,462,353",4,Warner Bros.
2023,49,13,11,The Marvels,"$1,885,123",-44.3%,"1,700",-500,"$1,108","$83,495,561",5,Walt Disney Studios Motion Pictures
2023,49,14,10,Thanksgiving,"$1,650,340",-53.2%,"2,025",-481,$814,"$30,922,009",4,TriStar Pictures
2023,49,15,-,Die Hard2023 Re-release,"$1,405,347",-,"1,355",-,"$1,037","$1,405,347",1,Twenty First Century Entertainment
2023,49,16,14,The Holdovers,"$1,050,880",-42.3%,923,-389,"$1,138","$16,796,555",7,Focus Features
2023,49,17,13,Dream Scenario,"$1,014,481",-59.4%,"1,250",-328,$811,"$5,296,770",5,A24
2023,49,18,-,Poor Things,"$946,764",-,9,-,"$105,196","$946,764",1,Searchlight Pictures
2023,49,19,26,Eileen,"$898,793",+584.7%,532,+526,"$1,689","$1,030,053",2,-
2023,49,20,31,Oppenheimer,"$639,205","+2,543%","1,316","+1,215",$485,"$326,034,265",21,Universal Pictures
2023,49,21,-,Love Actually2023 Re-release,"$468,271",-,927,-,$505,"$468,271",1,Universal Pictures
2023,49,22,-,The Oath,"$344,908",-,640,-,$538,"$344,908",1,Freestyle Releasing
2023,49,23,18,Taylor Swift: The Eras Tour,"$311,968",-52.2%,636,-,$490,"$179,992,239",9,-
2023,49,24,16,Killers of the Flower Moon,"$296,841",-56%,247,-173,"$1,201","$67,024,525",8,Paramount Pictures
2023,49,25,24,Journey to Bethlehem,"$256,621",-23.3%,455,-11,$564,"$6,551,323",5,Affirm Films
2023,49,26,20,Priscilla,"$194,589",-63.1%,230,-205,$846,"$20,771,309",7,A24
2023,49,27,23,Radical,"$164,703",-52%,150,-105,"$1,098","$8,485,059",6,Pantelion Films
2023,49,28,19,Five Nights at Freddy's,"$152,820",-72%,265,-467,$576,"$137,216,390",7,Universal Pictures International (UPI)
2023,49,29,22,Next Goal Wins,"$128,639",-65.8%,190,-310,$677,"$6,671,511",4,Searchlight Pictures
2023,49,30,25,Fallen Leaves,"$122,930",-14.2%,60,-,"$2,048","$413,638",4,MUBI
2023,49,31,-,Origin,"$117,063",-,2,-,"$58,531","$117,063",1,-
2023,49,32,27,Anatomy of a Fall,"$66,552",-39.8%,46,-26,"$1,446","$3,602,180",9,-
2023,49,33,28,Monster,"$26,142",-44.5%,8,+3,"$3,267","$109,986",4,Well Go USA Entertainment
2023,49,34,-,Unit 262,"$17,056",-,52,-,$328,"$90,290",1,Indican Pictures
2023,49,35,29,The Sweet East,"$16,460",-63.3%,2,-,"$8,230","$61,271",2,Utopia
2023,49,36,32,Menus-Plaisirs - Les Troisgros,"$10,225",-50%,4,-2,"$2,556","$46,052",4,Zipporah Films
2023,49,37,30,Teddy's Christmas,"$8,765",-71%,42,-149,$208,"$38,953",2,Capelight Pictures
2023,49,38,-,SOMM: Cup of Salvation,"$8,245",-,1,-,"$8,245","$29,638",10,Vitagraph Films
2023,49,39,34,The Disappearance of Shere Hite,"$7,684",-30.2%,47,+28,$163,"$40,398",4,N/A
2023,49,40,-,Day by Day: The Dynasty,"$7,292",-,6,-,"$1,215","$7,292",1,Utopia
2023,49,41,35,Barbie,"$5,939",-45.8%,26,-5,$228,"$636,210,056",21,Warner Bros.
2023,49,42,36,Stop Making Sense2023  Re-release,"$3,933",-61.2%,8,-1,$491,"$5,080,143",12,-
2023,49,43,33,Common Ground,"$3,864",-74.4%,1,-2,"$3,864","$239,903",11,Area 23a
2023,49,44,38,Peeping Tom2023 Re-release,"$3,615",-46.2%,2,-,"$1,807","$21,874",7,N/A
2023,49,45,-,Lord of Misrule,"$3,471",-,36,-,$96,"$3,471",1,Magnolia Pictures
2023,49,46,44,CatVideoFest 2023,"$3,396",-33.3%,1,-3,"$3,396","$608,599",19,Oscilloscope
2023,49,47,37,La Syndicaliste,"$3,251",-67.3%,3,+2,"$1,083","$26,348",2,Kino Lorber
2023,49,48,51,Past Lives,"$2,568",+62.8%,4,-,$642,"$11,019,242",28,A24
2023,49,49,-,Total Trust,"$2,330",-,1,-,"$2,330","$5,593",1,Film Movement
2023,49,50,45,The Persian Version,"$1,889",-62.4%,7,-2,$269,"$557,355",8,Sony Pictures Classics
2023,49,51,-,Winter Kills2023 Re-release,"$1,732",-,2,-,$866,"$77,302",18,Rialto Pictures
2023,49,52,39,After Death,"$1,520",-76%,9,-13,$168,"$11,476,079",7,Angel Studios
2023,49,53,40,Joan Baez I Am a Noise,"$1,519",-75.8%,6,-1,$253,"$648,299",10,Magnolia Pictures
2023,49,54,41,Clean Slate2023 Re-release,"$1,436",-76.9%,1,-,"$1,436","$7,660",2,Rialto Pictures
2023,49,55,48,Four Daughters,"$1,433",-37.4%,3,-,$477,"$41,345",7,Kino Lorber
2023,49,56,49,The Stones and Brian Jones,"$1,273",-42.8%,4,-1,$318,"$56,866",4,Magnolia Pictures
2023,49,57,47,Smoke Sauna Sisterhood,"$1,165",-54%,3,+1,$388,"$9,050",3,Greenwich Entertainment
2023,49,58,50,Scrapper,"$1,082",-44.3%,1,-2,"$1,082","$213,960",16,Kino Lorber
2023,49,59,52,The Marsh King's Daughter,"$1,062",-15.5%,2,-1,$531,"$1,792,465",6,Lionsgate Films
2023,49,60,58,The Road Dance,"$1,062",+57.3%,1,-,"$1,062","$22,362",9,Music Box Films
2023,49,61,59,Divinity,"$1,059",+97.9%,1,-1,"$1,059","$102,891",9,Utopia
2023,49,62,53,Strange Way of Life,$788,-32.1%,2,-,$394,"$503,992",10,Sony Pictures Releasing
2023,49,63,-,Another Body,$696,-,1,-,$696,"$14,403",8,Utopia
2023,49,64,56,You're All Gonna Die,$401,-52.2%,1,-,$401,"$3,800",3,Indican Pictures
2023,50,1,-,Wonka,"$57,502,717",-,"4,203",-,"$13,681","$57,502,717",1,Warner Bros.
2023,50,2,2,The Hunger Games: The Ballad of Songbirds & Snakes,"$9,916,284",-24.8%,"3,291",-374,"$3,013","$149,355,145",5,Lionsgate Films
2023,50,3,1,The Boy and the Heron,"$9,456,573",-47.4%,"2,325",+120,"$4,067","$27,427,256",2,GKIDS
2023,50,4,3,Godzilla Minus One,"$8,240,231",-33.4%,"2,622",+82,"$3,142","$37,617,817",3,-
2023,50,5,4,Trolls Band Together,"$6,485,865",-16.6%,"3,157",-294,"$2,054","$91,148,760",5,Universal Pictures
2023,50,6,5,Wish,"$5,269,346",-24.3%,"3,100",-310,"$1,699","$56,343,918",5,Walt Disney Studios Motion Pictures
2023,50,7,6,Napoleon,"$3,630,717",-38.5%,"2,601",-749,"$1,395","$58,430,761",5,Columbia Pictures
2023,50,8,7,Renaissance: A Film by Beyoncé,"$2,791,407",-52.2%,"1,723",-819,"$1,620","$31,677,704",3,-
2023,50,9,18,Poor Things,"$1,993,455",+110.6%,82,+73,"$24,310","$2,940,219",2,Searchlight Pictures
2023,50,10,10,The Shift,"$1,762,661",-46.4%,"1,583",-832,"$1,113","$11,392,293",3,Angel Studios
2023,50,11,9,Animal,"$1,382,180",-60.4%,423,-209,"$3,267","$14,150,254",3,N/A
2023,50,12,12,Saltburn,"$1,342,993",-29.7%,476,-231,"$2,821","$10,805,346",5,Warner Bros.
2023,50,13,11,Silent Night,"$1,232,594",-49.6%,"1,174",-699,"$1,049","$7,803,721",3,Lionsgate Films
2023,50,14,8,Waitress: The Musical,"$1,043,203",-71.7%,"1,117",-97,$933,"$5,402,148",3,Bleecker Street Media
2023,50,15,-,Dunki,"$877,462",-,650,-,"$1,349","$877,462",1,Yash Raj Films USA Inc.
2023,50,16,13,The Marvels,"$866,790",-54%,960,-740,$902,"$84,362,351",6,Walt Disney Studios Motion Pictures
2023,50,17,14,Thanksgiving,"$773,964",-53.1%,"1,107",-918,$699,"$31,695,973",5,TriStar Pictures
2023,50,18,16,The Holdovers,"$694,790",-33.9%,587,-336,"$1,183","$17,491,345",8,Focus Features
2023,50,19,15,Die Hard2023 Re-release,"$643,106",-54.2%,"1,355",-,$474,"$2,048,453",2,Twenty First Century Entertainment
2023,50,20,19,Eileen,"$375,127",-58.3%,558,+26,$672,"$1,405,180",3,-
2023,50,21,-,American Fiction,"$321,639",-,7,-,"$45,948","$321,639",1,Metro-Goldwyn-Mayer (MGM)
2023,50,22,17,Dream Scenario,"$294,484",-71%,323,-927,$911,"$5,591,254",6,A24
2023,50,23,23,Taylor Swift: The Eras Tour,"$227,192",-27.2%,636,-,$357,"$180,219,431",10,-
2023,50,24,-,The Zone of Interest,"$210,301",-,4,-,"$52,575","$210,301",2,A24
2023,50,25,25,Journey to Bethlehem,"$204,641",-20.3%,272,-183,$752,"$6,755,964",6,Affirm Films
2023,50,26,33,Monster,"$165,385",+532.6%,15,+7,"$11,025","$275,371",5,Well Go USA Entertainment
2023,50,27,24,Killers of the Flower Moon,"$164,030",-44.7%,132,-115,"$1,242","$67,188,555",9,Paramount Pictures
2023,50,28,30,Fallen Leaves,"$132,756",+8%,60,-,"$2,212","$546,394",5,MUBI
2023,50,29,27,Radical,"$97,231",-41%,99,-51,$982,"$8,582,290",7,Pantelion Films
2023,50,30,26,Priscilla,"$93,601",-51.9%,115,-115,$813,"$20,864,910",8,A24
2023,50,31,22,The Oath,"$92,855",-73.1%,167,-473,$556,"$437,763",2,Freestyle Releasing
2023,50,32,32,Anatomy of a Fall,"$65,896",-1%,35,-11,"$1,882","$3,668,076",10,-
2023,50,33,28,Five Nights at Freddy's,"$59,230",-61.2%,103,-162,$575,"$137,275,620",8,Universal Pictures International (UPI)
2023,50,34,21,Love Actually2023 Re-release,"$56,995",-87.8%,124,-803,$459,"$525,266",2,Universal Pictures
2023,50,35,-,Immediate Family,"$51,019",-,81,-,$629,"$51,019",1,Magnolia Pictures
2023,50,36,29,Next Goal Wins,"$42,315",-67.1%,105,-85,$403,"$6,713,826",5,Searchlight Pictures
2023,50,37,20,Oppenheimer,"$42,185",-93.4%,122,"-1,194",$345,"$326,076,450",22,Universal Pictures
2023,50,38,-,Anselm,"$35,584",-,4,-,"$8,896","$91,825",2,Janus Films
2023,50,39,35,The Sweet East,"$16,913",+2.8%,3,+1,"$5,637","$78,184",3,Utopia
2023,50,40,34,Unit 262,"$16,320",-4.3%,17,-35,$960,"$127,571",2,Indican Pictures
2023,50,41,42,Stop Making Sense2023  Re-release,"$11,110",+182.5%,2,-6,"$5,555","$5,091,253",13,-
2023,50,42,41,Barbie,"$10,397",+75.1%,19,-7,$547,"$636,220,453",22,Warner Bros.
2023,50,43,-,Godard Cinema,"$9,302",-,3,-,"$3,100","$12,303",1,Kino Lorber
2023,50,44,36,Menus-Plaisirs - Les Troisgros,"$6,411",-37.3%,2,-2,"$3,205","$52,463",5,Zipporah Films
2023,50,45,43,Common Ground,"$5,655",+46.4%,2,+1,"$2,827","$245,558",12,Area 23a
2023,50,46,48,Past Lives,"$5,087",+98.1%,4,-,"$1,271","$11,024,329",29,A24
2023,50,47,57,Smoke Sauna Sisterhood,"$4,469",+283.6%,5,+2,$893,"$13,519",4,Greenwich Entertainment
2023,50,48,40,Day by Day: The Dynasty,"$4,313",-40.9%,5,-1,$862,"$11,605",2,Utopia
2023,50,49,39,The Disappearance of Shere Hite,"$3,967",-48.4%,12,-35,$330,"$44,365",5,N/A
2023,50,50,50,The Persian Version,"$2,465",+30.5%,4,-3,$616,"$559,820",9,Sony Pictures Classics
2023,50,51,55,Four Daughters,"$2,217",+54.7%,4,+1,$554,"$43,562",8,Kino Lorber
2023,50,52,44,Peeping Tom2023 Re-release,"$2,195",-39.3%,2,-,"$1,097","$24,069",8,N/A
2023,50,53,-,The Kennedy Incident,"$2,024",-,2,-,"$1,012","$6,534",1,Indican Pictures
2023,50,54,56,The Stones and Brian Jones,"$1,058",-16.9%,3,-1,$352,"$57,924",5,Magnolia Pictures
2023,50,55,52,After Death,$771,-49.3%,9,-,$85,"$11,476,850",8,Angel Studios
2023,50,56,-,The Unknown Country,$659,-,1,-,$659,"$67,163",21,Music Box Films
2023,50,57,59,The Marsh King's Daughter,$440,-58.6%,2,-,$220,"$1,792,905",7,Lionsgate Films
2023,50,58,47,La Syndicaliste,$318,-90.2%,2,-1,$159,"$26,666",3,Kino Lorber
2023,50,59,-,Story Ave,$286,-,1,-,$286,"$60,218",12,Kino Lorber
2023,50,60,51,Winter Kills2023 Re-release,$285,-83.5%,1,-1,$285,"$77,587",19,Rialto Pictures
2023,50,61,45,Lord of Misrule,$246,-92.9%,1,-35,$246,"$3,717",2,Magnolia Pictures
2023,51,1,-,Aquaman and the Lost Kingdom,"$58,198,093",-,"3,706",-,"$15,703","$58,198,093",1,Warner Bros.
2023,51,2,1,Wonka,"$53,150,179",-7.6%,"4,213",+10,"$12,615","$110,652,896",2,Warner Bros.
2023,51,3,-,Migration,"$37,092,645",-,"3,761",-,"$9,862","$37,092,645",1,Universal Pictures
2023,51,4,-,The Color Purple,"$32,310,570",-,"3,152",-,"$10,250","$32,310,570",1,Warner Bros.
2023,51,5,-,Anyone But You,"$16,085,414",-,"3,055",-,"$5,265","$16,085,414",1,Columbia Pictures
2023,51,6,-,The Boys in the Boat,"$13,597,924",-,"2,557",-,"$5,317","$13,597,924",1,-
2023,51,7,-,The Iron Claw,"$11,315,147",-,"2,774",-,"$4,079","$11,315,147",1,A24
2023,51,8,-,Salaar,"$7,570,050",-,802,-,"$9,438","$7,570,050",1,N/A
2023,51,9,2,The Hunger Games: The Ballad of Songbirds & Snakes,"$7,491,329",-24.5%,"2,509",-782,"$2,985","$156,846,474",6,Lionsgate Films
2023,51,10,-,Ferrari,"$6,856,707",-,"2,330",-,"$2,942","$6,856,707",1,Neon
2023,51,11,3,The Boy and the Heron,"$6,036,562",-36.2%,"1,580",-745,"$3,820","$33,463,818",3,GKIDS
2023,51,12,4,Godzilla Minus One,"$5,683,584",-31%,"1,965",-657,"$2,892","$43,301,401",4,-
2023,51,13,15,Dunki,"$5,208,148",+493.5%,551,-99,"$9,452","$6,085,610",2,Yash Raj Films USA Inc.
2023,51,14,9,Poor Things,"$5,064,965",+154.1%,800,+718,"$6,331","$8,005,184",3,Searchlight Pictures
2023,51,15,5,Trolls Band Together,"$4,430,680",-31.7%,"1,639","-1,518","$2,703","$95,579,440",6,Universal Pictures
2023,51,16,6,Wish,"$2,926,665",-44.5%,"1,740","-1,360","$1,681","$59,270,583",6,Walt Disney Studios Motion Pictures
2023,51,17,7,Napoleon,"$1,552,576",-57.2%,"1,002","-1,599","$1,549","$59,983,337",6,Columbia Pictures
2023,51,18,8,Renaissance: A Film by Beyoncé,"$1,110,581",-60.2%,397,"-1,326","$2,797","$32,788,285",4,-
2023,51,19,21,American Fiction,"$923,227",+187%,40,+33,"$23,080","$1,244,866",2,Metro-Goldwyn-Mayer (MGM)
2023,51,20,18,The Holdovers,"$513,520",-26.1%,316,-271,"$1,625","$18,004,865",9,Focus Features
2023,51,21,11,Animal,"$503,917",-63.5%,131,-292,"$3,846","$14,654,171",4,N/A
2023,51,22,10,The Shift,"$404,782",-77%,380,"-1,203","$1,065","$11,797,075",4,Angel Studios
2023,51,23,12,Saltburn,"$365,481",-72.8%,267,-209,"$1,368","$11,170,827",6,Warner Bros.
2023,51,24,-,All of Us Strangers,"$232,909",-,6,-,"$38,818","$232,909",1,Searchlight Pictures
2023,51,25,23,Taylor Swift: The Eras Tour,"$206,358",-9.2%,636,-,$324,"$180,425,789",11,-
2023,51,26,13,Silent Night,"$168,267",-86.3%,203,-971,$828,"$7,971,988",4,Lionsgate Films
2023,51,27,24,The Zone of Interest,"$167,144",-20.5%,6,+2,"$27,857","$377,445",3,A24
2023,51,28,16,The Marvels,"$88,596",-89.8%,220,-740,$402,"$84,450,947",7,Walt Disney Studios Motion Pictures
2023,51,29,17,Thanksgiving,"$83,065",-89.3%,171,-936,$485,"$31,779,038",6,TriStar Pictures
2023,51,30,27,Killers of the Flower Moon,"$76,204",-53.5%,50,-82,"$1,524","$67,264,759",10,Paramount Pictures
2023,51,31,28,Fallen Leaves,"$71,975",-45.8%,62,+2,"$1,160","$618,369",6,MUBI
2023,51,32,-,Noryang: Deadly Sea,"$54,641",-,4,-,"$13,660","$54,641",1,Well Go USA Entertainment
2023,51,33,25,Journey to Bethlehem,"$53,802",-73.7%,73,-199,$737,"$6,809,766",7,Affirm Films
2023,51,34,-,Memory,"$53,600",-,2,-,"$26,800","$53,600",1,Ketchup Entertainment
2023,51,35,32,Anatomy of a Fall,"$52,331",-20.6%,24,-11,"$2,180","$3,720,407",11,-
2023,51,36,38,Anselm,"$44,056",+23.8%,8,+4,"$5,507","$135,881",3,Janus Films
2023,51,37,29,Radical,"$38,928",-60%,42,-57,$926,"$8,621,218",8,Pantelion Films
2023,51,38,26,Monster,"$29,707",-82%,15,-,"$1,980","$305,078",6,Well Go USA Entertainment
2023,51,39,30,Priscilla,"$26,785",-71.4%,28,-87,$956,"$20,891,695",9,A24
2023,51,40,31,The Oath,"$23,430",-74.8%,16,-151,"$1,464","$461,193",3,Freestyle Releasing
2023,51,41,-,Freud's Last Session,"$17,849",-,5,-,"$3,569","$53,902",1,Sony Pictures Releasing
2023,51,42,37,Oppenheimer,"$17,535",-58.4%,17,-105,"$1,031","$326,093,985",23,Universal Pictures
2023,51,43,-,The Teachers' Lounge,"$16,641",-,3,-,"$5,547","$16,641",1,Sony Pictures Releasing
2023,51,44,20,Eileen,"$15,827",-95.8%,20,-538,$791,"$1,421,007",4,-
2023,51,45,44,Menus-Plaisirs - Les Troisgros,"$11,188",+74.5%,6,+4,"$1,864","$63,651",6,Zipporah Films
2023,51,46,39,The Sweet East,"$8,092",-52.2%,2,-1,"$4,046","$86,276",4,Utopia
2023,51,47,41,Stop Making Sense2023  Re-release,"$6,777",-39%,9,+7,$753,"$5,098,030",14,-
2023,51,48,35,Immediate Family,"$4,830",-90.5%,6,-75,$805,"$55,849",2,Magnolia Pictures
2023,51,49,46,Past Lives,"$4,729",-7%,5,+1,$945,"$11,029,058",30,A24
2023,51,50,43,Godard Cinema,"$4,443",-52.2%,3,-,"$1,481","$16,746",2,Kino Lorber
2023,51,51,42,Barbie,"$3,570",-65.7%,16,-3,$223,"$636,224,023",23,Warner Bros.
2023,51,52,49,The Disappearance of Shere Hite,"$1,550",-60.9%,4,-8,$387,"$45,915",6,N/A
2023,51,53,45,Common Ground,"$1,373",-75.7%,3,+1,$457,"$246,931",13,Area 23a
2023,51,54,52,Peeping Tom2023 Re-release,"$1,138",-48.2%,2,-,$569,"$25,207",9,N/A
2023,51,55,48,Day by Day: The Dynasty,"$1,032",-76.1%,2,-3,$516,"$12,637",3,Utopia
2023,51,56,47,Smoke Sauna Sisterhood,$747,-83.3%,1,-4,$747,"$14,266",5,Greenwich Entertainment
2023,51,57,55,After Death,$495,-35.8%,9,-,$55,"$11,477,345",9,Angel Studios
2023,51,58,51,Four Daughters,$267,-88%,2,-2,$133,"$43,829",9,Kino Lorber
2023,51,59,58,La Syndicaliste,$160,-49.7%,1,-1,$160,"$26,826",4,Kino Lorber
2023,52,1,2,Wonka,"$39,571,406",-25.5%,"4,051",-162,"$9,768","$150,224,302",3,Warner Bros.
2023,52,2,1,Aquaman and the Lost Kingdom,"$31,213,186",-46.4%,"3,787",+81,"$8,242","$89,411,279",2,Warner Bros.
2023,52,3,3,Migration,"$30,477,490",-17.8%,"3,839",+78,"$7,938","$67,570,135",2,Universal Pictures
2023,52,4,5,Anyone But You,"$18,128,230",+12.7%,"3,055",-,"$5,933","$34,213,644",2,Columbia Pictures
2023,52,5,4,The Color Purple,"$17,545,863",-45.7%,"3,203",+51,"$5,477","$49,856,433",2,Warner Bros.
2023,52,6,6,The Boys in the Boat,"$14,278,695",+5%,"2,557",-,"$5,584","$27,876,619",2,-
2023,52,7,7,The Iron Claw,"$8,499,907",-24.9%,"2,794",+20,"$3,042","$19,815,054",2,A24
2023,52,8,10,Ferrari,"$6,643,752",-3.1%,"2,386",+56,"$2,784","$13,500,459",2,Neon
2023,52,9,9,The Hunger Games: The Ballad of Songbirds & Snakes,"$5,155,098",-31.2%,"1,660",-849,"$3,105","$162,001,572",7,Lionsgate Films
2023,52,10,11,The Boy and the Heron,"$4,421,814",-26.7%,940,-640,"$4,704","$37,885,632",4,GKIDS
2023,52,11,14,Poor Things,"$4,222,058",-16.6%,800,-,"$5,277","$12,227,242",4,Searchlight Pictures
2023,52,12,12,Godzilla Minus One,"$4,139,442",-27.2%,"1,180",-785,"$3,508","$47,440,843",5,-
2023,52,13,15,Trolls Band Together,"$3,630,895",-18.1%,"1,517",-122,"$2,393","$99,210,335",7,Universal Pictures
2023,52,14,16,Wish,"$2,549,011",-12.9%,"1,265",-475,"$2,015","$61,819,594",7,Walt Disney Studios Motion Pictures
2023,52,15,13,Dunki,"$1,374,549",-73.6%,478,-73,"$2,875","$7,460,159",3,Yash Raj Films USA Inc.
2023,52,16,8,Salaar,"$1,125,101",-85.1%,540,-262,"$2,083","$8,695,151",2,N/A
2023,52,17,17,Napoleon,"$1,083,954",-30.2%,750,-252,"$1,445","$60,904,089",7,Columbia Pictures
2023,52,18,18,Renaissance: A Film by Beyoncé,"$755,140",-32%,251,-146,"$3,008","$33,543,425",5,-
2023,52,19,19,American Fiction,"$725,141",-21.5%,40,-,"$18,128","$1,970,007",3,Metro-Goldwyn-Mayer (MGM)
2023,52,20,20,The Holdovers,"$350,925",-31.7%,237,-79,"$1,480","$18,355,790",10,Focus Features
2023,52,21,25,Taylor Swift: The Eras Tour,"$227,040",+10%,157,-479,"$1,446","$180,652,829",12,-
2023,52,22,22,The Shift,"$221,013",-45.4%,170,-210,"$1,300","$12,018,088",5,Angel Studios
2023,52,23,21,Animal,"$220,047",-56.3%,49,-82,"$4,490","$14,874,218",5,N/A
2023,52,24,24,All of Us Strangers,"$207,838",-10.8%,6,-,"$34,639","$440,747",2,Searchlight Pictures
2023,52,25,23,Saltburn,"$172,929",-52.7%,112,-155,"$1,544","$11,343,756",7,Warner Bros.
2023,52,26,27,The Zone of Interest,"$171,736",+2.7%,6,-,"$28,622","$549,181",4,A24
2023,52,27,35,Anatomy of a Fall,"$58,042",+10.9%,15,-9,"$3,869","$3,778,449",12,-
2023,52,28,30,Killers of the Flower Moon,"$53,707",-29.5%,37,-13,"$1,451","$67,318,466",11,Paramount Pictures
2023,52,29,28,The Marvels,"$49,276",-44.4%,160,-60,$307,"$84,500,223",8,Walt Disney Studios Motion Pictures
2023,52,30,36,Anselm,"$47,302",+7.4%,7,-1,"$6,757","$183,183",4,Janus Films
2023,52,31,-,Dream Scenario,"$46,292",-,36,-,"$1,285","$5,637,546",8,A24
2023,52,32,34,Memory,"$42,122",-21.4%,2,-,"$21,061","$95,722",2,Ketchup Entertainment
2023,52,33,26,Silent Night,"$40,115",-76.2%,64,-139,$626,"$8,012,103",5,Lionsgate Films
2023,52,34,32,Noryang: Deadly Sea,"$36,440",-33.3%,4,-,"$9,110","$91,081",2,Well Go USA Entertainment
2023,52,35,29,Thanksgiving,"$34,506",-58.5%,65,-106,$530,"$31,813,544",7,TriStar Pictures
2023,52,36,37,Radical,"$29,866",-23.3%,14,-28,"$2,133","$8,651,084",9,Pantelion Films
2023,52,37,38,Monster,"$28,876",-2.8%,10,-5,"$2,887","$333,954",7,Well Go USA Entertainment
