year,week,Rank,LW,Release,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks,Distributor
2024,11,62,-,On the Adamant,$872,-,2,-,$436,"$12,665",1,Kino Lorber
2024,11,63,55,Totem,$850,-79.8%,4,-4,$212,"$94,186",8,Janus Films
2024,11,64,68,Household Saints2024 Re-release,$812,+488.4%,2,+1,$406,"$29,518",10,Kino Lorber
2024,11,65,64,The Stolen Valley,$771,+35.7%,3,-,$257,"$38,909",4,Blue Fox Entertainment
2024,11,66,57,Inside the Yellow Cocoon Shell,$673,-78.9%,2,-2,$336,"$71,553",9,Kino Lorber
2024,11,67,-,Popular Theory,$631,-,1,-,$631,"$38,781",6,Blue Fox Entertainment
2024,11,68,58,The Invisible Fight,$559,-76.7%,2,-2,$279,"$11,479",4,Kino Lorber
2024,11,69,66,Skin Deep,$83,-69.1%,1,-,$83,"$8,914",7,Kino Lorber
2024,12,1,-,Ghostbusters: Frozen Empire,"$57,701,133",-,"4,345",-,"$13,279","$57,701,133",1,Sony Pictures Releasing
2024,12,2,1,Dune: Part Two,"$25,531,484",-35.4%,"3,437",-410,"$7,428","$241,290,027",4,Warner Bros.
2024,12,3,2,Kung Fu Panda 4,"$25,014,700",-35.4%,"3,805",-262,"$6,574","$141,452,055",3,Universal Pictures
2024,12,4,-,Immaculate,"$7,863,191",-,"2,354",-,"$3,340","$7,863,191",1,-
2024,12,5,3,Arthur the King,"$6,396,142",-37.7%,"3,003",-,"$2,129","$16,666,397",2,Lionsgate Films
2024,12,6,-,Late Night with the Devil,"$4,088,758",-,"1,034",-,"$3,954","$4,088,758",1,IFC Films
2024,12,7,4,Imaginary,"$4,010,256",-45.4%,"2,513",-605,"$1,595","$24,835,054",3,Lionsgate Films
2024,12,8,6,Love Lies Bleeding,"$2,452,976",-35.7%,"1,828",+466,"$1,341","$6,546,794",3,A24
2024,12,9,5,Cabrini,"$2,369,785",-47.9%,"1,765","-1,085","$1,342","$17,104,388",3,Angel Studios
2024,12,10,7,Bob Marley: One Love,"$1,632,839",-48.2%,"1,266","-1,006","$1,289","$95,849,438",7,Paramount Pictures
2024,12,11,8,One Life,"$1,600,160",-34.6%,"1,009",+26,"$1,585","$4,046,552",2,Bleecker Street Media
2024,12,12,-,Luca,"$895,871",-,"1,390",-,$644,"$895,871",145,Walt Disney Studios Motion Pictures
2024,12,13,18,Problemista,"$689,857",+78.3%,237,+174,"$2,910","$1,532,756",57,A24
2024,12,14,9,The American Society of Magical Negroes,"$630,525",-64.3%,"1,153",+6,$546,"$2,395,280",2,Focus Features
2024,12,15,-,Winnie-the-Pooh: Blood and Honey 2,"$533,144",-,"1,489",-,$358,"$533,144",1,Fathom Events
2024,12,16,11,Ordinary Angels,"$511,524",-63.5%,705,"-1,051",$725,"$18,986,273",5,-
2024,12,17,-,The Chosen: S4 Episodes 1-3,"$493,653",-,"1,037",-,$476,"$14,409,169",9,Fathom Events
2024,12,18,-,You Can Call Me Bill,"$472,742",-,285,-,"$1,658","$472,742",1,N/A
2024,12,19,27,The Boy and the Heron,"$412,713",+499%,440,+379,$937,"$46,610,768",16,GKIDS
2024,12,20,13,Migration,"$340,885",-55%,401,-478,$850,"$127,050,570",14,Universal Pictures
2024,12,21,20,Perfect Days,"$186,582",-24%,77,-67,"$2,423","$3,307,435",8,-
2024,12,22,16,Yolo,"$178,259",-59.6%,71,-129,"$2,510","$1,818,821",3,Sony Pictures Releasing
2024,12,23,14,Madame Web,"$100,968",-81.3%,172,-886,$587,"$43,771,800",7,Columbia Pictures
2024,12,24,24,Wonka,"$99,814",-55.8%,163,-219,$612,"$218,332,201",15,Warner Bros.
2024,12,25,23,The Zone of Interest,"$96,393",-58.1%,84,-128,"$1,147","$8,576,457",16,A24
2024,12,26,22,The Beekeeper,"$93,950",-61.2%,135,-172,$695,"$66,220,535",11,Metro-Goldwyn-Mayer (MGM)
2024,12,27,30,The Taste of Things,"$90,092",+72.5%,70,-5,"$1,287","$2,604,716",7,IFC Films
2024,12,28,21,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"$70,128",-71.2%,73,-184,$960,"$17,623,423",5,Sony Pictures Releasing
2024,12,29,12,Neon Genesis Evangelion: The End of Evangelion,"$65,273",-94.7%,77,-493,$847,"$1,302,300",2,GKIDS
2024,12,30,19,Poor Things,"$62,049",-81.6%,55,-785,"$1,128","$34,553,225",16,Searchlight Pictures
2024,12,31,28,Anyone But You,"$53,941",-4.7%,45,-30,"$1,198","$88,260,659",14,Columbia Pictures
2024,12,32,17,Snack Shack,"$50,036",-87.7%,145,-292,$345,"$455,708",2,Republic Pictures (II)
2024,12,33,-,Carol Doda Topless at the Condor,"$46,811",-,4,-,"$11,702","$46,811",1,Picturehouse
2024,12,34,10,The Ark and the Darkness,"$32,021",-98.1%,76,-954,$421,"$1,738,260",2,Fathom Events
2024,12,35,31,Hundreds of Beavers,"$24,170",-31.4%,13,-6,"$1,859","$177,470",9,SRH
2024,12,36,52,The Peasants,"$23,450",+474.6%,251,+241,$93,"$149,722",9,Sony Pictures Classics
2024,12,37,-,Femme,"$21,765",-,1,-,"$21,765","$21,765",1,Utopia
2024,12,38,48,Remembering Gene Wilder,"$21,740",+375.2%,8,+6,"$2,717","$32,172",2,Kino Lorber
2024,12,39,34,Nostalghia2024 Re-release,"$16,962",-15.3%,5,-1,"$3,392","$150,467",6,Kino Lorber
2024,12,40,26,The Chosen: S4 Episodes 7-8,"$16,327",-88.1%,57,-230,$286,"$7,074,637",5,Fathom Events
2024,12,41,35,About Dry Grasses,"$14,515",-21.3%,18,-,$806,"$100,787",5,Sideshow Releasing
2024,12,42,44,Shayda,"$11,284",+56.6%,12,+3,$940,"$47,586",4,Sony Pictures Releasing
2024,12,43,-,Limbo,"$10,694",-,2,-,"$5,347","$10,694",1,Music Box Films
2024,12,44,29,Accidental Texan,"$10,407",-81.5%,16,-94,$650,"$270,755",3,Roadside Attractions
2024,12,45,-,Free Time,"$8,463",-,1,-,"$8,463","$8,463",1,-
2024,12,46,-,Do Not Expect Too Much from the End of the World,"$8,063",-,1,-,"$8,063","$21,689",1,MUBI
2024,12,47,43,The Teachers' Lounge,"$7,201",-14.2%,9,-3,$800,"$618,503",14,Sony Pictures Releasing
2024,12,48,36,Classe Tous Risques2024 Re-release,"$6,568",-59.4%,1,-,"$6,568","$22,736",2,Rialto Distribution
2024,12,49,32,2024 Oscar Nominated Short Films: Documentary,"$6,411",-75.1%,4,-17,"$1,602","$3,162,293",6,ShortsTV
2024,12,50,33,Land of Bad,"$6,142",-75.2%,9,-32,$682,"$4,615,953",6,The Avenue Entertainment
2024,12,51,38,High & Low - John Galliano,"$5,996",-54.5%,4,-,"$1,499","$36,511",3,MUBI
2024,12,52,63,Totem,"$4,829",+468.1%,4,-,"$1,207","$99,015",9,Janus Films
2024,12,53,56,Four Daughters,"$4,354",+77.4%,8,+1,$544,"$132,878",22,Kino Lorber
2024,12,54,37,Uproar,"$3,577",-73.6%,4,-29,$894,"$17,139",2,Blue Fox Entertainment
2024,12,55,49,Ennio,"$3,112",-31%,3,-1,"$1,037","$47,160",7,Music Box Films
2024,12,56,-,The Heart Stays,"$2,810",-,5,-,$562,"$18,310",1,Indican Pictures
2024,12,57,55,Freud's Last Session,"$2,185",-20.3%,3,-5,$728,"$906,283",14,Sony Pictures Releasing
2024,12,58,46,Glitter & Doom,"$1,919",-63.9%,6,-5,$319,"$13,865",4,Music Box Films
2024,12,59,51,They Shot the Piano Player,"$1,698",-59.8%,5,-6,$339,"$30,812",5,Sony Pictures Releasing
2024,12,60,53,The Sweet East,"$1,625",-58.9%,3,-5,$541,"$320,642",17,Utopia
2024,12,61,66,Inside the Yellow Cocoon Shell,"$1,074",+59.6%,3,+1,$358,"$72,628",10,Kino Lorber
2024,12,62,40,The Animal Kingdom,"$1,010",-90.6%,1,-12,"$1,010","$11,767",2,Magnolia Pictures
2024,12,63,61,Golden Years,$817,-18.5%,1,-2,$817,"$10,999",5,Music Box Films
2024,12,64,64,Household Saints2024 Re-release,$807,-0.6%,3,+1,$269,"$30,325",11,Kino Lorber
2024,12,65,42,The Monk and the Gun,$675,-92.8%,6,-5,$112,"$155,930",8,A Contracorriente Films
2024,12,66,62,On the Adamant,$598,-31.4%,2,-,$299,"$13,263",2,Kino Lorber
2024,12,67,54,The Crime Is Mine,$573,-85.4%,1,-2,$573,"$105,782",14,Music Box Films
2024,12,68,58,Amélie2024 Re-release,$567,-72.2%,2,+1,$283,"$485,891",6,Sony Pictures Releasing
2024,12,69,-,Other People's Children,$392,-,1,-,$392,"$86,747",49,Music Box Films
2024,12,70,59,Bushman2024 Re-release,$345,-74.1%,1,-1,$345,"$27,628",8,Kino Lorber
